鄉鎮市區,交易標的,土地區段位置-建物區段門牌,土地移轉總面積-平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,屋齡,建物移轉總面積-平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價-元,單價-每平方公尺,車位類別,車位移轉總面積-平方公尺,車位總價-元,備註,地所狀態
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10609,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.64,3,2,2,有,無,11000000,79270,坡道平面,24.75,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10610,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.31,3,2,2,有,無,10860000,79278,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10611,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.31,3,2,2,有,無,10820000,79360,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.13,住,,,10610,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.77,4,2,2,有,無,13800000,79590,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10610,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.31,3,2,2,有,無,11000000,80013,坡道平面,26.83,1200000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.13,住,,,10612,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.45,4,2,2,有,無,13850000,80066,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.35,住,,,10611,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,105.1,2,2,2,有,無,7170000,80235,坡道平面,26.83,890000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.13,住,,,10612,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.77,4,2,2,有,無,13880000,80408,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10611,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.31,3,2,2,有,無,11180000,80523,坡道平面,24.75,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.13,住,,,10701,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.77,4,2,2,有,無,13980000,81037,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.45,住,,,10611,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.45,4,2,2,有,無,12970000,81049,坡道平面,51.58,2120000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.13,住,,,10701,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.45,4,2,2,有,無,13990000,81263,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.13,住,,,10611,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.77,4,2,2,有,無,14080000,81351,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.13,住,,,10703,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.45,4,2,2,有,無,13960000,81389,坡道平面,26.83,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.13,住,,,10701,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.45,4,2,2,有,無,14120000,81453,坡道平面,26.83,1200000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10611,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.31,3,2,2,有,無,11250000,81487,坡道平面,24.75,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10609,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.64,3,2,2,有,無,11110000,81508,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.13,住,,,10612,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.45,4,2,2,有,無,13980000,81516,坡道平面,26.83,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10610,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.64,3,2,2,有,無,11350000,82072,坡道平面,24.75,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10609,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.64,3,2,2,有,無,11250000,82241,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10610,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.64,3,2,2,有,無,11300000,82241,坡道平面,26.83,1200000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10611,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.64,3,2,2,有,無,11220000,82404,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10610,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.64,3,2,2,有,無,11220000,82404,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10610,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.64,3,2,2,有,無,11450000,83462,坡道平面,26.83,1200000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10611,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.31,3,2,2,有,無,11400000,84095,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10611,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.64,3,2,2,有,無,11680000,84314,坡道平面,24.75,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10611,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.64,3,2,2,有,無,11680000,84715,坡道平面,24.75,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.35,住,,,10611,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,105.1,2,2,2,有,無,7630000,84835,坡道平面,26.83,990000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10610,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.64,3,2,2,有,無,11830000,86316,坡道平面,24.75,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10612,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.64,3,2,2,有,無,11800000,86719,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.35,住,,,10611,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,105.1,2,2,2,有,無,7870000,87134,坡道平面,26.83,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.45,住,,,10611,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,186.07,4,2,2,有,無,13990000,87293,坡道平面,51.58,2250000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.45,住,,,10611,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.45,4,2,2,有,無,13950000,88145,坡道平面,51.58,2150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.45,住,,,10612,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.45,4,2,2,有,無,14280000,88856,坡道平面,49.5,2200000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.45,住,,,10610,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.77,4,2,2,有,無,14050000,88941,坡道平面,53.66,2300000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.45,住,,,10610,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.77,4,2,2,有,無,14380000,89381,坡道平面,49.5,2200000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.03,住,,,10610,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,106.52,2,2,2,有,無,8390000,90852,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.35,住,,,10611,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,105.1,2,2,2,有,無,8120000,90967,坡道平面,26.83,1000000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10610,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,91.89,2,2,1,有,無,7220000,91153,坡道平面,24.75,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.45,住,,,10612,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.45,4,2,2,有,無,14300000,92040,坡道平面,53.66,2170000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.03,住,,,10703,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,106.52,2,2,2,有,無,8680000,92088,坡道平面,24.75,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.35,住,,,10610,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,105.1,2,2,2,有,無,8500000,92719,坡道平面,24.75,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.35,住,,,10610,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,105.1,2,2,2,有,無,8400000,93267,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.35,住,,,10611,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,105.1,2,2,2,有,無,8480000,93906,坡道平面,26.83,1130000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.03,住,,,10703,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,106.52,2,2,2,有,無,8600000,94115,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.45,住,,,10611,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.45,4,2,2,有,無,14820000,94241,坡道平面,53.66,2400000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10610,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,91.89,2,2,1,有,無,7380000,94281,坡道平面,24.75,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.45,住,,,10610,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.77,4,2,2,有,無,14880000,94467,坡道平面,53.66,2400000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.03,住,,,10609,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,106.52,2,2,2,有,無,8680000,94491,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10610,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,91.89,2,2,1,有,無,7300000,94578,坡道平面,24.75,950000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.03,住,,,10611,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,106.52,2,2,2,有,無,8700000,94742,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10610,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,91.89,2,2,1,有,無,7320000,94836,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,16.9,住,,,10701,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.64,3,2,2,有,無,13000000,94883,坡道平面,24.75,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.35,住,,,10611,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,105.1,2,2,2,有,無,8680000,94960,坡道平面,24.75,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10610,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,91.89,2,2,1,有,無,7450000,95323,坡道平面,24.75,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10610,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,91.89,2,2,1,有,無,7350000,95323,坡道平面,24.75,950000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.45,住,,,10610,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.77,4,2,2,有,無,14980000,95981,坡道平面,53.66,2300000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.03,住,,,10703,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,106.52,2,2,2,有,無,8750000,95997,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.35,住,,,10611,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,105.1,2,2,2,有,無,8780000,96204,坡道平面,24.75,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.03,住,,,10611,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,106.52,2,2,2,有,無,8780000,97001,坡道平面,26.83,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.03,住,,,10703,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,106.52,2,2,2,有,無,9100000,97224,坡道平面,24.75,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10610,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,92.05,2,2,1,有,無,7450000,97363,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10610,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,91.89,2,2,1,有,無,7440000,97449,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.35,住,,,10610,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,105.1,2,2,2,有,無,8780000,97483,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.35,住,,,10611,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,105.1,2,2,2,有,無,8780000,97483,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10610,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,92.05,2,2,1,有,無,7450000,98129,坡道平面,26.83,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10611,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,92.05,2,2,1,有,無,7500000,98129,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.45,住,,,10612,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.77,4,2,2,有,無,15280000,98251,坡道平面,53.66,2300000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10707,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,98.21,2,2,1,有,無,8080000,98487,坡道平面,26.83,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10707,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,98.21,2,2,1,有,無,8180000,98487,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.03,住,,,10612,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,106.52,2,2,2,有,無,8950000,98507,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.03,住,,,10702,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,106.52,2,2,2,有,無,8910000,98632,坡道平面,26.83,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.45,住,,,10703,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.45,4,2,2,有,無,15350000,99021,坡道平面,53.66,2300000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.03,住,,,10701,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,106.52,2,2,2,有,無,9000000,99134,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.35,住,,,10612,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,105.1,2,2,2,有,無,8900000,99655,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.03,住,,,10703,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,106.52,2,2,2,有,無,9100000,99670,坡道平面,24.75,950000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10706,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,98.21,2,2,1,有,無,8170000,99748,坡道平面,26.83,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10701,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,91.89,2,2,1,有,無,7650000,99791,坡道平面,24.75,950000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10701,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,92.05,2,2,1,有,無,7770000,99851,坡道平面,24.75,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10704,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,91.89,2,2,1,有,無,7770000,100089,坡道平面,24.75,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10707,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,98.21,2,2,1,有,無,8200000,100168,坡道平面,26.83,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,21.45,住,,,10701,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,185.77,4,2,2,有,無,15650000,100295,坡道平面,53.66,2400000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10702,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,92.05,2,2,1,有,無,7700000,100297,坡道平面,24.75,950000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10704,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,92.05,2,2,1,有,無,7700000,100297,坡道平面,24.75,950000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.35,住,,,10611,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,105.1,2,2,2,有,無,8910000,100422,坡道平面,26.83,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,12.03,住,,,10701,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,106.52,2,2,2,有,無,9090000,100891,坡道平面,26.83,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10706,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,98.21,2,2,1,有,無,8360000,101009,坡道平面,26.83,1150000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10611,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,91.89,2,2,1,有,無,7650000,101445,坡道平面,26.83,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10611,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,91.89,2,2,1,有,無,7700000,101445,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10705,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,98.21,2,2,1,有,無,8350000,101569,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10612,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,92.05,2,2,1,有,無,7780000,102423,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,17.23,住,,,10610,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,149.31,3,2,2,有,無,12120000,102666,坡道平面,53.66,2300000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10612,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,91.89,2,2,1,有,無,7730000,102674,坡道平面,26.83,1050000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10704,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,92.05,2,2,1,有,無,7900000,102729,坡道平面,26.83,1200000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10701,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,92.05,2,2,1,有,無,7860000,103649,坡道平面,26.83,1100000,,2(資料揭露)
北屯區,房地(土地+建物)+車位,仁美段1741~1770地號,10.4,住,,,10604,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,0,91.89,2,2,1,有,無,7830000,104211,坡道平面,26.83,1050000,,2(資料揭露)
